@relation allinone

@attribute 'Time (Hour)' numeric
@attribute virulence numeric
@attribute 'patient precondition' numeric
@attribute 'Viral Load' numeric
@attribute 'Inflamatory (M1) Alveolar Macrophages' numeric
@attribute IL6 numeric
@attribute 'Active Adaptive Immune System' numeric
@attribute 'Immunosupressed (M2) Alveolar macrophages' numeric
@attribute 'Resting Alveolar Macrophages' numeric
@attribute 'Delayed IL6' numeric
@attribute 'Un-Infected Lung Tissue' numeric
@attribute 'Infected Lung Tissue' numeric
@attribute 'Destroyed Lung Tissue' numeric
@attribute 'Interferon Strength' numeric
@attribute PAMPs numeric
@attribute 'Resting Adaptive Immune System' numeric
@attribute TcellInterferon numeric

@data
238,2,0,45.2288,20.0346,1.96542,67.5878,43.5134,4949.45,1.77881,254.544,16.3681,42.5067,69109.8,1155.16,-71.2548,1.70463
239,2,0,44.7974,20.336,1.99585,69.5642,43.7257,4948.94,1.81031,255.422,16.263,42.1894,69142.5,1158.43,-73.5691,1.75517
240,2,0,44.3596,20.6348,2.02605,71.5722,43.9375,4948.43,1.84167,256.393,16.1608,41.883,69175.1,1161.6,-75.9249,1.80718
241,2,0,43.9156,20.9309,2.05599,73.6113,44.1487,4947.92,1.87288,257.456,16.0613,41.5868,69207.4,1164.66,-78.3218,1.86068
242,2,0,43.4657,21.2241,2.08567,75.6809,44.3595,4947.42,1.90392,258.61,15.9642,41.3001,69239.5,1167.62,-80.7596,1.91568
243,2,0,43.0099,21.5144,2.11506,77.7807,44.5696,4946.92,1.93478,259.853,15.8693,41.0222,69271.4,1170.48,-83.2378,1.97221
244,2,0,42.5484,21.8014,2.14416,79.91,44.7793,4946.42,1.96542,261.185,15.7763,40.7524,69303.2,1173.23,-85.756,2.03027
245,2,0,42.0815,22.0852,2.17295,82.0683,44.9884,4945.93,1.99585,262.605,15.6852,40.4901,69334.7,1175.87,-88.3138,2.08987
246,2,0,41.6092,22.3655,2.20141,84.2549,45.1971,4945.44,2.02605,264.112,15.5957,40.2347,69366.1,1178.41,-90.9107,2.15104
247,2,0,41.1319,22.6422,2.22952,86.4692,45.4052,4944.95,2.05599,265.706,15.5077,39.9856,69397.3,1180.84,-93.5463,2.21379
248,2,0,40.6497,22.9152,2.25728,88.7105,45.6128,4944.47,2.08567,267.386,15.4208,39.7423,69428.3,1183.16,-96.22,2.27812
249,2,0,40.1628,23.1844,2.28468,90.9782,45.82,4944,2.11506,269.151,15.3351,39.5043,69459.2,1185.37,-98.9312,2.34405
250,2,0,39.6716,23.4495,2.31169,93.2715,46.0266,4943.52,2.14416,271.002,15.2503,39.271,69489.8,1187.48,-101.679,2.41159
251,2,0,39.1761,23.7106,2.3383,95.5897,46.2328,4943.06,2.17295,272.937,15.1662,39.0419,69520.3,1189.48,-104.464,2.48074
252,2,0,38.6766,23.9674,2.36451,97.9321,46.4386,4942.59,2.20141,274.957,15.0828,38.8166,69550.7,1191.36,-107.284,2.55152
253,2,0,38.1735,24.2198,2.39029,100.298,46.6438,4942.14,2.22952,277.061,14.9999,38.5947,69580.8,1193.14,-110.14,2.62394
254,2,0,37.6669,24.4678,2.41564,102.686,46.8487,4941.68,2.25728,279.249,14.9174,38.3757,69610.8,1194.81,-113.029,2.698
255,2,0,37.1571,24.7112,2.44055,105.096,47.053,4941.24,2.28468,281.522,14.835,38.1593,69640.7,1196.37,-115.953,2.77371
256,2,0,36.6443,24.9499,2.46501,107.527,47.257,4940.79,2.31169,283.879,14.7528,37.9449,69670.3,1197.82,-118.909,2.85106
257,2,0,36.1288,25.1838,2.48899,109.978,47.4605,4940.36,2.3383,286.32,14.6706,37.7323,69699.8,1199.16,-121.898,2.93008
258,2,0,35.611,25.4128,2.5125,112.448,47.6635,4939.92,2.36451,288.845,14.5883,37.5212,69729.2,1200.39,-124.918,3.01076
259,2,0,35.091,25.6369,2.53553,114.936,47.8661,4939.5,2.39029,291.455,14.5058,37.3111,69758.4,1201.51,-127.968,3.0931
260,2,0,34.5691,25.8559,2.55806,117.442,48.0684,4939.08,2.41564,294.15,14.4229,37.1017,69787.4,1202.52,-131.049,3.1771
261,2,0,34.0457,26.0697,2.58008,119.964,48.2702,4938.66,2.44055,296.929,14.3397,36.8929,69816.2,1203.42,-134.158,3.26277
262,2,0,33.521,26.2784,2.60159,122.501,48.4716,4938.25,2.46501,299.794,14.2561,36.6842,69844.9,1204.21,-137.295,3.35011
263,2,0,32.9952,26.4817,2.62259,125.053,48.6726,4937.85,2.48899,302.744,14.1718,36.4753,69873.4,1204.9,-140.46,3.43911
264,2,0,32.4687,26.6796,2.64305,127.619,48.8732,4937.45,2.5125,305.781,14.087,36.2662,69901.7,1205.47,-143.65,3.52977
265,2,0,31.9418,26.8722,2.66298,130.197,49.0734,4937.05,2.53553,308.903,14.0014,36.0564,69929.9,1205.94,-146.867,3.62209
266,2,0,31.4147,27.0593,2.68237,132.787,49.2732,4936.67,2.55806,312.112,13.9151,35.8459,69957.9,1206.3,-150.107,3.71607
267,2,0,30.8877,27.2408,2.70121,135.387,49.4726,4936.29,2.58008,315.408,13.828,35.6342,69985.8,1206.55,-153.371,3.8117
268,2,0,30.3611,27.4167,2.71951,137.997,49.6717,4935.91,2.60159,318.792,13.74,35.4214,70013.4,1206.69,-156.658,3.90897
269,2,0,29.8352,27.5871,2.73724,140.615,49.8704,4935.54,2.62259,322.264,13.6511,35.2071,70040.9,1206.73,-159.966,4.00787
270,2,0,29.3103,27.7517,2.75441,143.241,50.0687,4935.18,2.64305,325.825,13.5613,34.9913,70068.2,1206.66,-163.295,4.10841
271,2,0,28.7866,27.9107,2.77102,145.873,50.2667,4934.82,2.66298,329.475,13.4704,34.7737,70095.3,1206.49,-166.644,4.21057
272,2,0,28.2644,28.064,2.78706,148.511,50.4643,4934.47,2.68237,333.214,13.3786,34.5542,70122.3,1206.22,-170.011,4.31433
273,2,0,27.7439,28.2116,2.80253,151.154,50.6616,4934.13,2.70121,337.044,13.2856,34.3326,70149,1205.84,-173.397,4.4197
274,2,0,27.2256,28.3534,2.81743,153.8,50.8585,4933.79,2.71951,340.965,13.1916,34.1089,70175.6,1205.36,-176.798,4.52666
275,2,0,26.7095,28.4894,2.83176,156.449,51.055,4933.46,2.73724,344.977,13.0964,33.8829,70202,1204.78,-180.216,4.63519
276,2,0,26.196,28.6197,2.8455,159.099,51.2513,4933.13,2.75441,349.081,13.0001,33.6545,70228.2,1204.1,-183.648,4.74529
277,2,0,25.6853,28.7442,2.85868,161.749,51.4472,4932.81,2.77102,353.277,12.9027,33.4237,70254.2,1203.31,-187.095,4.85693
278,2,0,25.1777,28.863,2.87127,164.399,51.6428,4932.49,2.78706,357.567,12.8041,33.1903,70280,1202.44,-190.553,4.97011
279,2,0,24.6734,28.976,2.88329,167.048,51.838,4932.19,2.80253,361.951,12.7044,32.9543,70305.6,1201.46,-194.024,5.08481
280,2,0,24.1726,29.0833,2.89474,169.694,52.033,4931.88,2.81743,366.429,12.6034,32.7156,70331,1200.39,-197.505,5.20101
281,2,0,23.6755,29.1849,2.90561,172.337,52.2276,4931.59,2.83176,371.003,12.5013,32.4742,70356.2,1199.22,-200.996,5.3187
282,2,0,23.1825,29.2807,2.91591,174.975,52.4219,4931.3,2.8455,375.672,12.3981,32.23,70381.2,1197.96,-204.496,5.43785
283,2,0,22.6936,29.3709,2.92564,177.608,52.6159,4931.01,2.85868,380.437,12.2936,31.9831,70406,1196.6,-208.004,5.55844
284,2,0,22.2091,29.4555,2.9348,180.234,52.8096,4930.73,2.87127,385.3,12.1881,31.7333,70430.6,1195.16,-211.519,5.68047
285,2,0,21.7292,29.5345,2.9434,182.854,53.003,4930.46,2.88329,390.26,12.0814,31.4807,70455,1193.63,-215.039,5.8039
286,2,0,21.2541,29.6079,2.95144,185.465,53.1962,4930.2,2.89474,395.318,11.9735,31.2252,70479.1,1192,-218.564,5.92871
287,2,0,20.784,29.6758,2.95892,188.067,53.389,4929.94,2.90561,400.474,11.8646,30.9669,70503.1,1190.29,-222.094,6.05489
288,2,0,20.3189,29.7383,2.96585,190.659,53.5816,4929.68,2.91591,405.73,11.7546,30.7058,70526.8,1188.5,-225.626,6.18241
289,2,0,19.8592,29.7953,2.97223,193.24,53.7739,4929.43,2.92564,411.086,11.6435,30.4419,70550.3,1186.62,-229.16,6.31124
290,2,0,19.4049,29.8469,2.97807,195.809,53.9659,4929.19,2.9348,416.543,11.5314,30.1753,70573.6,1184.66,-232.696,6.44137
291,2,0,18.9562,29.8933,2.98337,198.366,54.1576,4928.95,2.9434,422.1,11.4182,29.9059,70596.6,1182.62,-236.232,6.57276
292,2,0,18.5132,29.9344,2.98813,200.909,54.3491,4928.72,2.95144,427.758,11.3042,29.6339,70619.5,1180.5,-239.767,6.7054
293,2,0,18.0761,29.9703,2.99238,203.438,54.5403,4928.49,2.95892,433.519,11.1891,29.3592,70642.1,1178.3,-243.301,6.83926
294,2,0,17.6449,30.001,2.9961,205.953,54.7313,4928.27,2.96585,439.382,11.0732,29.0819,70664.5,1176.02,-246.832,6.9743
295,2,0,17.2199,30.0268,2.9993,208.451,54.922,4928.05,2.97223,445.348,10.9564,28.8021,70686.6,1173.67,-250.36,7.11051
296,2,0,16.801,30.0475,3.002,210.933,55.1125,4927.84,2.97807,451.417,10.8388,28.5199,70708.5,1171.24,-253.884,7.24786
297,2,0,16.3884,30.0634,3.0042,213.398,55.3027,4927.63,2.98337,457.59,10.7204,28.2353,70730.2,1168.75,-257.404,7.38631
298,2,0,15.9821,30.0744,3.00591,215.844,55.4927,4927.43,2.98813,463.867,10.6013,27.9484,70751.6,1166.18,-260.917,7.52585
299,2,0,15.5823,30.0806,3.00713,218.272,55.6825,4927.24,2.99238,470.248,10.4814,27.6594,70772.9,1163.55,-264.424,7.66643
300,2,0,15.189,30.0821,3.00787,220.681,55.872,4927.05,2.9961,476.735,10.3609,27.3682,70793.8,1160.85,-267.924,7.80804
301,2,0,14.8022,30.0791,3.00815,223.07,56.0613,4926.86,2.9993,483.327,10.2399,27.075,70814.5,1158.08,-271.417,7.95064
302,2,0,14.422,30.0715,3.00796,225.438,56.2504,4926.68,3.002,490.024,10.1182,26.78,70835,1155.25,-274.9,8.0942
303,2,0,14.0485,30.0598,3.00731,227.784,56.4389,4926.5,3.0042,496.827,9.99609,26.4831,70855.3,1152.36,-278.374,8.2387
304,2,0,13.6816,30.0442,3.00625,230.109,56.6268,4926.33,3.00591,503.736,9.8735,26.1845,70875.2,1149.41,-281.838,8.3841
305,2,0,13.3215,30.0245,3.00478,232.412,56.8143,4926.16,3.00713,510.751,9.75051,25.8844,70895,1146.4,-285.291,8.53037
306,2,0,12.9681,30.0009,3.00292,234.692,57.0013,4926,3.00787,517.873,9.62717,25.5828,70914.5,1143.33,-288.733,8.67747
307,2,0,12.6214,29.9732,3.00065,236.949,57.188,4925.84,3.00815,525.101,9.50353,25.2798,70933.8,1140.2,-292.163,8.82539
308,2,0,12.2814,29.9416,2.99799,239.182,57.3745,4925.68,3.00796,532.436,9.37965,24.9756,70952.8,1137.03,-295.581,8.97409
309,2,0,11.9482,29.906,2.99493,241.39,57.5608,4925.53,3.00731,539.878,9.25557,24.6703,70971.5,1133.8,-298.985,9.12353
310,2,0,11.6217,29.8665,2.99147,243.574,57.7471,4925.39,3.00625,547.426,9.13134,24.364,70990,1130.52,-302.376,9.27368
311,2,0,11.3018,29.823,2.98761,245.732,57.9333,4925.24,3.00478,555.082,9.00704,24.0569,71008.3,1127.19,-305.753,9.42452
312,2,0,10.9887,29.7755,2.98336,247.865,58.1197,4925.1,3.00292,562.844,8.8827,23.749,71026.3,1123.82,-309.114,9.57601
313,2,0,10.6822,29.7242,2.97871,249.972,58.3061,4924.97,3.00065,570.714,8.75838,23.4406,71044.1,1120.39,-312.46,9.72811
314,2,0,10.3823,29.6689,2.97368,252.053,58.4928,4924.84,2.99799,578.691,8.63415,23.1317,71061.6,1116.93,-315.791,9.8808
315,2,0,10.089,29.6102,2.96825,254.106,58.6793,4924.71,2.99493,586.775,8.51004,22.8224,71078.9,1113.42,-319.104,10.034
316,2,0,9.80223,29.5481,2.96247,256.133,58.8658,4924.59,2.99147,594.967,8.38612,22.5129,71095.9,1109.87,-322.401,10.1878
317,2,0,9.52193,29.4828,2.95634,258.131,59.052,4924.47,2.98761,603.266,8.26245,22.2034,71112.6,1106.28,-325.681,10.3421
318,2,0,9.24805,29.4144,2.94989,260.102,59.238,4924.35,2.98336,611.671,8.13906,21.8939,71129.2,1102.66,-328.942,10.4968
319,2,0,8.98053,29.3428,2.94313,262.045,59.4239,4924.23,2.97871,620.184,8.01602,21.5847,71145.4,1098.99,-332.186,10.6519
320,2,0,8.71932,29.2683,2.93605,263.96,59.6097,4924.12,2.97368,628.804,7.89337,21.2758,71161.5,1095.29,-335.411,10.8074
321,2,0,8.46433,29.1909,2.92867,265.846,59.7952,4924.01,2.96825,637.53,7.77117,20.9673,71177.3,1091.56,-338.616,10.9633
322,2,0,8.2155,29.1106,2.921,267.703,59.9807,4923.91,2.96247,646.363,7.64947,20.6594,71192.8,1087.8,-341.803,11.1195
323,2,0,7.97276,29.0276,2.91305,269.531,60.1659,4923.81,2.95634,655.302,7.5283,20.3523,71208.1,1084,-344.969,11.276
324,2,0,7.73602,28.9419,2.90481,271.33,60.351,4923.71,2.94989,664.347,7.40772,20.046,71223.2,1080.17,-348.116,11.4328
325,2,0,7.50521,28.8536,2.89631,273.1,60.536,4923.61,2.94313,673.497,7.28778,19.7406,71238,1076.32,-351.242,11.5898
326,2,0,7.28025,28.7628,2.88755,274.84,60.7209,4923.52,2.93605,682.753,7.16852,19.4364,71252.6,1072.44,-354.348,11.747
327,2,0,7.06104,28.6695,2.87853,276.55,60.9056,4923.42,2.92867,692.115,7.04997,19.1334,71266.9,1068.53,-357.432,11.9044
328,2,0,6.8475,28.5739,2.86927,278.231,61.0901,4923.34,2.921,701.581,6.9322,18.8317,71281,1064.6,-360.496,12.0619
329,2,0,6.63954,28.4759,2.85976,279.882,61.2746,4923.25,2.91305,711.151,6.81522,18.5314,71294.9,1060.65,-363.538,12.2195
330,2,0,6.43707,28.3758,2.85003,281.502,61.4589,4923.17,2.90481,720.826,6.69909,18.2328,71308.5,1056.67,-366.558,12.3772
331,2,0,6.23999,28.2735,2.84007,283.093,61.6431,4923.08,2.89631,730.604,6.58385,17.9358,71321.9,1052.68,-369.556,12.5349
332,2,0,6.04822,28.1691,2.82989,284.654,61.8271,4923,2.88755,740.486,6.46952,17.6405,71335.1,1048.66,-372.533,12.6927
333,2,0,5.86165,28.0627,2.81951,286.185,62.011,4922.93,2.87853,750.47,6.35615,17.3472,71348,1044.63,-375.487,12.8504
334,2,0,5.68019,27.9544,2.80892,287.685,62.1948,4922.85,2.86927,760.557,6.24377,17.0558,71360.7,1040.58,-378.418,13.0081
335,2,0,5.50373,27.8441,2.79813,289.156,62.3785,4922.78,2.85976,770.746,6.13241,16.7665,71373.2,1036.51,-381.327,13.1657
336,2,0,5.3322,27.7321,2.78716,290.596,62.5621,4922.71,2.85003,781.037,6.0221,16.4794,71385.5,1032.43,-384.213,13.3232
337,2,0,5.16547,27.6183,2.776,292.006,62.7456,4922.64,2.84007,791.428,5.91287,16.1946,71397.5,1028.33,-387.076,13.4805
338,2,0,5.00346,27.5027,2.76466,293.386,62.9289,4922.57,2.82989,801.92,5.80475,15.9121,71409.3,1024.23,-389.916,13.6377
339,2,0,4.84607,27.3856,2.75315,294.736,63.1122,4922.5,2.81951,812.513,5.69777,15.6321,71420.9,1020.11,-392.733,13.7948
340,2,0,4.6932,27.2669,2.74148,296.056,63.2953,4922.44,2.80892,823.205,5.59194,15.3545,71432.3,1015.97,-395.527,13.9515
341,2,0,4.54475,27.1466,2.72965,297.346,63.4783,4922.38,2.79813,833.996,5.4873,15.0796,71443.5,1011.83,-398.297,14.1081
342,2,0,4.40062,27.0249,2.71766,298.606,63.6612,4922.31,2.78716,844.885,5.38386,14.8073,71454.5,1007.68,-401.044,14.2643
343,2,0,4.26072,26.9018,2.70552,299.837,63.844,4922.25,2.776,855.872,5.28165,14.5378,71465.3,1003.52,-403.767,14.4203
344,2,0,4.12494,26.7773,2.69325,301.037,64.0267,4922.2,2.76466,866.957,5.18068,14.2711,71475.8,999.359,-406.467,14.5759
345,2,0,3.9932,26.6515,2.68083,302.208,64.2094,4922.14,2.75315,878.139,5.08096,14.0072,71486.2,995.187,-409.143,14.7312
346,2,0,3.86538,26.5244,2.66829,303.349,64.3919,4922.08,2.74148,889.417,4.98253,13.7462,71496.3,991.01,-411.795,14.8861
347,2,0,3.74141,26.3962,2.65561,304.461,64.5743,4922.03,2.72965,900.791,4.88538,13.4882,71506.3,986.828,-414.424,15.0406
348,2,0,3.62119,26.2667,2.64282,305.543,64.7566,4921.98,2.71766,912.259,4.78954,13.2333,71516.1,982.642,-417.029,15.1947
349,2,0,3.50461,26.1362,2.6299,306.597,64.9388,4921.92,2.70552,923.823,4.69501,12.9814,71525.7,978.453,-419.61,15.3483
350,2,0,3.3916,26.0046,2.61688,307.621,65.121,4921.87,2.69325,935.48,4.6018,12.7326,71535,974.261,-422.167,15.5014
351,2,0,3.28205,25.8719,2.60374,308.617,65.303,4921.83,2.68083,947.231,4.50993,12.487,71544.3,970.068,-424.701,15.654
352,2,0,3.17589,25.7383,2.5905,309.583,65.485,4921.78,2.66829,959.074,4.41939,12.2446,71553.3,965.874,-427.21,15.8061
353,2,0,3.07301,25.6037,2.57716,310.521,65.6668,4921.73,2.65561,971.01,4.3302,12.0053,71562.1,961.68,-429.696,15.9576
354,2,0,2.97334,25.4682,2.56373,311.431,65.8486,4921.68,2.64282,983.037,4.24236,11.7694,71570.8,957.486,-432.159,16.1085
355,2,0,2.87679,25.3318,2.5502,312.312,66.0303,4921.64,2.6299,995.155,4.15587,11.5367,71579.3,953.294,-434.597,16.2589
356,2,0,2.78327,25.1946,2.53658,313.166,66.2119,4921.59,2.61688,1007.36,4.07074,11.3073,71587.6,949.103,-437.012,16.4086
357,2,0,2.6927,25.0566,2.52288,313.991,66.3935,4921.55,2.60374,1019.66,3.98696,11.0812,71595.7,944.914,-439.403,16.5577
358,2,0,2.605,24.9178,2.5091,314.789,66.5749,4921.51,2.5905,1032.05,3.90454,10.8584,71603.7,940.728,-441.771,16.7061
359,2,0,2.52008,24.7783,2.49525,315.559,66.7562,4921.47,2.57716,1044.52,3.82348,10.639,71611.5,936.545,-444.115,16.8538
360,2,0,2.43788,24.6382,2.48132,316.302,66.9375,4921.42,2.56373,1057.09,3.74377,10.423,71619.1,932.366,-446.435,17.0008
361,2,0,2.35831,24.4973,2.46732,317.017,67.1187,4921.38,2.5502,1069.74,3.6654,10.2102,71626.6,928.192,-448.733,17.1471
362,2,0,2.2813,24.3558,2.45325,317.706,67.2998,4921.34,2.53658,1082.48,3.58838,10.0009,71634,924.023,-451.007,17.2927
363,2,0,2.20677,24.2137,2.43912,318.368,67.4809,4921.31,2.52288,1095.3,3.51271,9.79491,71641.1,919.859,-453.257,17.4375
364,2,0,2.13466,24.0711,2.42492,319.004,67.6618,4921.27,2.5091,1108.21,3.43836,9.59228,71648.2,915.701,-455.484,17.5814
365,2,0,2.06488,23.9279,2.41067,319.613,67.8427,4921.23,2.49525,1121.2,3.36535,9.39301,71655,911.549,-457.689,17.7246
366,2,0,1.99737,23.7841,2.39636,320.196,68.0235,4921.19,2.48132,1134.28,3.29365,9.19708,71661.8,907.405,-459.87,17.867
367,2,0,1.93207,23.6399,2.382,320.753,68.2042,4921.16,2.46732,1147.45,3.22327,9.00449,71668.4,903.267,-462.028,18.0085
368,2,0,1.8689,23.4952,2.36759,321.285,68.3849,4921.12,2.45325,1160.69,3.15418,8.81522,71674.8,899.137,-464.163,18.1492
369,2,0,1.80781,23.35,2.35313,321.791,68.5654,4921.08,2.43912,1174.02,3.08639,8.62927,71681.1,895.015,-466.276,18.289
370,2,0,1.74872,23.2045,2.33863,322.272,68.7459,4921.05,2.42492,1187.43,3.01988,8.44661,71687.3,890.902,-468.366,18.4279
371,2,0,1.69159,23.0585,2.32408,322.728,68.9263,4921.02,2.41067,1200.92,2.95464,8.26723,71693.3,886.797,-470.433,18.5659
372,2,0,1.63634,22.9121,2.3095,323.159,69.1067,4920.98,2.39636,1214.5,2.89066,8.09111,71699.2,882.701,-472.478,18.703
373,2,0,1.58291,22.7654,2.29487,323.565,69.287,4920.95,2.382,1228.15,2.82793,7.91822,71705,878.615,-474.5,18.8391
374,2,0,1.53126,22.6184,2.28021,323.948,69.4671,4920.91,2.36759,1241.88,2.76643,7.74854,71710.7,874.539,-476.5,18.9743
375,2,0,1.48133,22.471,2.26551,324.306,69.6473,4920.88,2.35313,1255.69,2.70615,7.58205,71716.2,870.472,-478.478,19.1085
376,2,0,1.43306,22.3233,2.25078,324.641,69.8273,4920.85,2.33863,1269.59,2.64708,7.41871,71721.6,866.416,-480.434,19.2417
377,2,0,1.3864,22.1753,2.23602,324.952,70.0073,4920.82,2.32408,1283.55,2.5892,7.25851,71726.9,862.371,-482.369,19.3739
378,2,0,1.3413,22.0271,2.22123,325.239,70.1872,4920.79,2.3095,1297.6,2.5325,7.10141,71732.1,858.336,-484.281,19.5051
379,2,0,1.2977,21.8786,2.20642,325.504,70.367,4920.75,2.29487,1311.73,2.47697,6.94738,71737.1,854.313,-486.172,19.6353
380,2,0,1.25557,21.7299,2.19157,325.745,70.5468,4920.72,2.28021,1325.93,2.42258,6.79639,71742.1,850.301,-488.041,19.7645
381,2,0,1.21485,21.581,2.17671,325.964,70.7264,4920.69,2.26551,1340.2,2.36933,6.6484,71747,846.3,-489.888,19.8926
382,2,0,1.1755,21.4319,2.16182,326.161,70.906,4920.66,2.25078,1354.56,2.31719,6.50338,71751.7,842.312,-491.715,20.0196
383,2,0,1.13747,21.2825,2.14691,326.335,71.0856,4920.63,2.23602,1368.99,2.26616,6.3613,71756.3,838.335,-493.52,20.1456
384,2,0,1.10072,21.133,2.13199,326.488,71.265,4920.6,2.22123,1383.49,2.21621,6.22212,71760.9,834.371,-495.304,20.2704
385,2,0,1.0652,20.9834,2.11704,326.619,71.4444,4920.57,2.20642,1398.07,2.16733,6.0858,71765.3,830.419,-497.068,20.3942
386,2,0,1.03089,20.8336,2.10208,326.728,71.6237,4920.54,2.19157,1412.72,2.11951,5.9523,71769.6,826.48,-498.81,20.5169
387,2,0,0.997729,20.6836,2.0871,326.816,71.8029,4920.51,2.17671,1427.44,2.07272,5.8216,71773.9,822.554,-500.532,20.6385
388,2,0,0.96569,20.5336,2.07211,326.883,71.9821,4920.48,2.16182,1442.24,2.02695,5.69364,71778,818.641,-502.233,20.7589
389,2,0,0.934733,20.3834,2.05711,326.93,72.1612,4920.46,2.14691,1457.11,1.98219,5.56839,71782.1,814.741,-503.914,20.8782
390,2,0,0.904821,20.2331,2.04209,326.956,72.3402,4920.43,2.13199,1472.05,1.93841,5.4458,71786,810.854,-505.575,20.9963
391,2,0,0.875921,20.0827,2.02706,326.962,72.5191,4920.4,2.11704,1487.06,1.89561,5.32585,71789.9,806.981,-507.215,21.1133
392,2,0,0.847998,19.9322,2.01203,326.948,72.698,4920.37,2.10208,1502.15,1.85376,5.20849,71793.7,803.121,-508.836,21.2292
393,2,0,0.82102,19.7817,1.99698,326.914,72.8767,4920.34,2.0871,1517.31,1.81285,5.09367,71797.4,799.275,-510.437,21.3438
394,2,0,0.794954,19.6311,1.98193,326.86,73.0554,4920.31,2.07211,1532.53,1.77286,4.98136,71801,795.443,-512.018,21.4573
395,2,0,0.769771,19.4804,1.96687,326.788,73.2341,4920.29,2.05711,1547.83,1.73377,4.87152,71804.6,791.625,-513.58,21.5696
396,2,0,0.745439,19.3297,1.95181,326.696,73.4126,4920.26,2.04209,1563.19,1.69557,4.7641,71808,787.82,-515.122,21.6807
397,2,0,0.72193,19.179,1.93674,326.585,73.5911,4920.23,2.02706,1578.63,1.65824,4.65906,71811.4,784.03,-516.644,21.7906
398,2,0,0.699217,19.0282,1.92167,326.456,73.7695,4920.2,2.01203,1594.13,1.62177,4.55637,71814.8,780.255,-518.148,21.8992
399,2,0,0.677272,18.8774,1.90659,326.308,73.9478,4920.17,1.99698,1609.71,1.58613,4.45598,71818,776.493,-519.633,22.0067
400,2,0,0.656069,18.7266,1.89151,326.142,74.126,4920.15,1.98193,1625.35,1.55132,4.35785,71821.2,772.746,-521.099,22.1129
401,2,0,0.635582,18.5758,1.87643,325.959,74.3042,4920.12,1.96687,1641.06,1.51731,4.26194,71824.3,769.014,-522.546,22.218
402,2,0,0.615788,18.425,1.86135,325.758,74.4822,4920.09,1.95181,1656.83,1.4841,4.16821,71827.3,765.296,-523.974,22.3217
403,2,0,0.596663,18.2742,1.84627,325.539,74.6602,4920.07,1.93674,1672.68,1.45166,4.07662,71830.3,761.592,-525.384,22.4243
404,2,0,0.578183,18.1234,1.83119,325.303,74.8381,4920.04,1.92167,1688.59,1.41997,3.98712,71833.2,757.904,-526.776,22.5256
405,2,0,0.560326,17.9726,1.81611,325.05,75.0159,4920.01,1.90659,1704.56,1.38903,3.89968,71836,754.23,-528.15,22.6256
406,2,0,0.543072,17.8219,1.80103,324.78,75.1936,4919.98,1.89151,1720.61,1.35882,3.81426,71838.8,750.571,-529.505,22.7244
407,2,0,0.526398,17.6711,1.78595,324.494,75.3713,4919.96,1.87643,1736.72,1.32933,3.73082,71841.5,746.927,-530.843,22.8219
408,2,0,0.510287,17.5204,1.77088,324.191,75.5488,4919.93,1.86135,1752.89,1.30053,3.64932,71844.2,743.297,-532.163,22.9182
409,2,0,0.494717,17.3698,1.75581,323.873,75.7263,4919.9,1.84627,1769.13,1.27241,3.56972,71846.8,739.683,-533.465,23.0132
410,2,0,0.47967,17.2192,1.74075,323.538,75.9037,4919.88,1.83119,1785.44,1.24496,3.49198,71849.3,736.083,-534.75,23.107
411,2,0,0.465129,17.0687,1.72569,323.188,76.081,4919.85,1.81611,1801.81,1.21817,3.41607,71851.8,732.499,-536.017,23.1994
412,2,0,0.451075,16.9182,1.71063,322.822,76.2582,4919.82,1.80103,1818.24,1.19201,3.34194,71854.2,728.929,-537.268,23.2906
413,2,0,0.437493,16.7677,1.69558,322.441,76.4353,4919.8,1.78595,1834.74,1.16649,3.26956,71856.6,725.375,-538.501,23.3805
414,2,0,0.424365,16.6174,1.68053,322.046,76.6123,4919.77,1.77088,1851.31,1.14157,3.19889,71859,721.836,-539.717,23.4692
415,2,0,0.411675,16.4671,1.6655,321.635,76.7892,4919.74,1.75581,1867.93,1.11726,3.1299,71861.2,718.311,-540.917,23.5565
416,2,0,0.39941,16.3168,1.65047,321.209,76.9661,4919.72,1.74075,1884.62,1.09353,3.06255,71863.5,714.802,-542.099,23.6426
417,2,0,0.387553,16.1667,1.63544,320.77,77.1428,4919.69,1.72569,1901.38,1.07037,2.9968,71865.7,711.308,-543.266,23.7274
418,2,0,0.376092,16.0166,1.62042,320.316,77.3194,4919.66,1.71063,1918.2,1.04777,2.93263,71867.8,707.829,-544.416,23.8109
419,2,0,0.365012,15.8667,1.60542,319.848,77.4959,4919.64,1.69558,1935.08,1.02572,2.86999,71869.9,704.365,-545.549,23.8931
420,2,0,0.354299,15.7168,1.59042,319.366,77.6724,4919.61,1.68053,1952.02,1.0042,2.80885,71871.9,700.916,-546.667,23.974
421,2,0,0.343942,15.567,1.57543,318.871,77.8487,4919.58,1.6655,1969.02,0.983206,2.74918,71874,697.482,-547.769,24.0536
422,2,0,0.333928,15.4173,1.56044,318.363,78.0249,4919.56,1.65047,1986.09,0.96272,2.69095,71875.9,694.064,-548.854,24.132
